station id,station name,latitude,longitude
3153.0,E 71 St & 2 Ave,40.76817546742245,-73.95910263061523
3154.0,E 77 St & 3 Ave,40.77314236,-73.95856158
3155.0,Lexington Ave & E 63 St,40.76440023,-73.96648977
3156.0,E 72 St & York Ave,40.76663814,-73.95348296
3157.0,East End Ave & E 86 St,40.77518615,-73.94446054
3158.0,W 63 St & Broadway,40.77163851,-73.98261428
3159.0,W 67 St & Broadway,40.77492513,-73.98266566
3160.0,Central Park West & W 76 St,40.77896784,-73.97374737
3161.0,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719
3162.0,W 78 St & Broadway,40.78339981,-73.98093133
3163.0,Central Park West & W 68 St,40.7734066,-73.97782542
3164.0,Columbus Ave & W 72 St,40.7770575,-73.97898475
3165.0,Central Park West & W 72 St,40.77579376683666,-73.97620573639871
3166.0,Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448
3167.0,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842
3168.0,Central Park West & W 85 St,40.78472675,-73.96961715
3169.0,Riverside Dr & W 82 St,40.78720869,-73.98128127
3170.0,W 84 St & Columbus Ave,40.78499979,-73.97283406
3171.0,Amsterdam Ave & W 82 St,40.78524672,-73.97667321
3172.0,W 74 St & Columbus Ave,40.7785669,-73.97754961
3173.0,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659
3175.0,W 70 St & Amsterdam Ave,40.77748046,-73.98288594
3176.0,W 64 St & West End Ave,40.77452835,-73.98753759
3177.0,W 84 St & Broadway,40.7867947,-73.977112
3178.0,Riverside Dr & W 78 St,40.78414472,-73.98362492
3179.0,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342
3180.0,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712
3182.0,Yankee Ferry Terminal,40.686931,-74.016966
3183.0,Exchange Place,40.7162469,-74.0334588
3184.0,Paulus Hook,40.7141454,-74.0335519
3185.0,City Hall,40.717732500000004,-74.04384499999999
3186.0,Grove St PATH,40.71958611647166,-74.0431174635887
3187.0,Warren St,40.721123600000006,-74.03805095
3188.0,NJCU,40.710108700000006,-74.0858489
3189.0,West Side Light Rail,40.714402,-74.0887723
3190.0,Garfield Ave Station,40.7104670233797,-74.07003879547119
3191.0,Union St,40.71821129999999,-74.08363940000001
3192.0,Liberty Light Rail,40.711242299999995,-74.0557013
3193.0,Lincoln Park,40.7246050998869,-74.07840594649316
3194.0,McGinley Square,40.7253399253558,-74.06762212514876
3195.0,Sip Ave,40.73089709786179,-74.06391263008119
3196.0,Riverview Park,40.7443187,-74.04399090000001
3198.0,Heights Elevator,40.748715945380226,-74.04044330120088
3199.0,Newport Pkwy,40.728744799999994,-74.03210820000001
3200.0,MLK Light Rail,40.711130499999996,-74.0788855
3201.0,Dey St,40.737711,-74.066921
3202.0,Newport PATH,40.7272235,-74.03375890000001
3203.0,Hamilton Park,40.727595965999996,-74.044247311
3205.0,JC Medical Center,40.71653978099194,-74.0496379137039
3206.0,Hilltop,40.7311689,-74.0575736
3207.0,Oakland Ave,40.7376037,-74.05247829999999
3209.0,Brunswick St,40.7241765,-74.05065640000001
3210.0,Pershing Field,40.742677141,-74.051788633
3211.0,Newark Ave,40.72152515,-74.046304543
3212.0,Christ Hospital,40.734785818,-74.050443636
3213.0,Van Vorst Park,40.71848892,-74.047726625
3214.0,Essex Light Rail,40.712774200000005,-74.03648570000001
3216.0,Columbia Park,40.6970299,-74.09693659999999
